rank,feature,type,importance,owner,owner_value,ratio,chatgpt-4o-latest-20250326_mean,deepseek-r1-0528_mean,claude-3-5-haiku-20241022_mean
1,like me to,WORD,0.012160866,chatgpt-4o-latest-20250326,0.046680816036929355,8.382227951296363,0.046680816036929355,0.009436124214281853,0.0017019207799991425
2,like me to elaborate,WORD,0.010595062,chatgpt-4o-latest-20250326,0.046307217435511756,8.75833915289663,0.046307217435511756,0.008862534412588345,0.0017118945121460097
3,language models llms,WORD,0.009355563,chatgpt-4o-latest-20250326,0.046307217435511756,8.654197685306492,0.046307217435511756,0.008989783244564897,0.0017118945121460097
4,you like this,WORD,0.008776291,claude-3-5-haiku-20241022,0.02283497458029029,32.99811705405036,0.0010228088286422929,0.00036120799528053794,0.02283497458029029
5,"
- ",CHAR,0.007003601,deepseek-r1-0528,0.053050238571658,2.4151156812648313,0.02920225231663315,0.053050238571658,0.014729588284786665
6,me to help you,WORD,0.00630777,claude-3-5-haiku-20241022,0.02283497458029029,32.99811705405036,0.0010228088286422929,0.00036120799528053794,0.02283497458029029
7,| ,CHAR,0.006278662,chatgpt-4o-latest-20250326,0.02879689188450935,4.874986214785565,0.02879689188450935,0.008897913531056076,0.0029162293673053435
8, you,CHAR,0.0057385904,deepseek-r1-0528,0.024906133149082275,2.041188300366296,0.014002881500595558,0.024906133149082275,0.010400681016995603
9,* **,CHAR,0.0055970554,deepseek-r1-0528,0.06348489224330395,2.540726018721744,0.031008873527196806,0.06348489224330395,0.018964946377433144
10,let me know your,WORD,0.005282453,chatgpt-4o-latest-20250326,0.06758336353855308,7.733295426061389,0.06758336353855308,0.013464734994876807,0.004013806769038107
11,ll do my,WORD,0.005230158,claude-3-5-haiku-20241022,0.02283497458029029,32.99811705405036,0.0010228088286422929,0.00036120799528053794,0.02283497458029029
12,## ,CHAR,0.0047358535,chatgpt-4o-latest-20250326,0.06066031770903973,3.6539902909545092,0.06066031770903973,0.029563715589010407,0.0036385169725839553
13,rt,CHAR,0.0047216048,deepseek-r1-0528,0.018189158162717274,2.8044318214633486,0.009360517217475802,0.018189158162717274,0.0036112070537358955
14,would you like me to,WORD,0.004702292,chatgpt-4o-latest-20250326,0.059343002587703426,2.4304453788015037,0.059343002587703426,0.010553725003015903,0.03827930214937089
15,ll do my best,WORD,0.004365949,claude-3-5-haiku-20241022,0.02283497458029029,32.99811705405036,0.0010228088286422929,0.00036120799528053794,0.02283497458029029
16, wit,CHAR,0.004338507,chatgpt-4o-latest-20250326,0.020358810564027642,4.33698555303498,0.020358810564027642,0.0072711669712795515,0.0021172943528679294
17,nnp in jj,POS,0.0043347743,deepseek-r1-0528,0.020289223032757656,1.4588217682414248,0.015937639848121795,0.020289223032757656,0.011878264019580748
18,in dt nnp,POS,0.0039163115,deepseek-r1-0528,0.013450587250931907,1.3209443370783143,0.01016453411663271,0.013450587250931907,0.010200574197745066
19,tin,CHAR,0.0038113948,claude-3-5-haiku-20241022,0.04898005342351996,1.2405268108640968,0.035455039637343914,0.043511497795897996,0.04898005342351996
20,) ,CHAR,0.0038066707,deepseek-r1-0528,0.04203366349091882,1.935879476452507,0.03403780338010266,0.04203366349091882,0.009388106137720597
